"","Player","Games.Played","Minutes","Points.Per.Game","Rebounds.Per.Game","Assists.Per.Game","Steals.Per.Game","Blocks.Per.Game","Turnovers.Per.Game","Field.Goal.Percent","Free.Throw.Percent","Three.Point.FieldGoal.Percent","Year","Team","City","Conference"
"191","Josh Gray",31,26.7,9.3,2.5,3.2,2,0.1,3.3,0.363,0.697,0.188,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"192","Dejan Kravic",31,21.5,9,5.2,1.2,0.7,1.3,1.8,0.515,0.611,0,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"193","Dusty Hannahs",31,22.4,6.9,1.1,0.4,0.5,0,0.9,0.393,0.806,0.374,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"194","Trency Jackson",12,22.4,6.6,2.3,1.3,1.3,0,2,0.28,0.579,0.306,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"195","Jamal Williams, Jr.",29,20.1,4.7,2.1,1.4,0.4,0.1,1,0.341,0.732,0.328,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"196","Daylen Robinson",30,16.5,3.1,1.3,1.9,0.9,0,1.8,0.282,0.686,0.146,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"197","Ty Nurse",29,14.4,2.5,0.6,0.8,0.6,0,0.4,0.324,0.813,0.281,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"198","Kader Tapsoba",27,7.2,2.4,1.6,0,0.2,0.5,0.4,0.733,0.688,0,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"199","Toddrick Gotcher",31,12.8,2.2,1.4,0.5,0.4,0,0.5,0.317,0.667,0.15,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"200","Luke Adams",16,4.4,1.7,0.4,0.4,0.2,0,0.2,0.278,0.813,0.333,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"201","Clark Lammert",21,5.9,1.4,1.1,0.3,0.2,0.1,0.1,0.28,0.714,0.357,"2012-2013","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"204","Jordan Tolbert",31,23.9,11.5,5.7,0.6,0.5,0.7,2.6,0.521,0.719,0,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"205","Ty Nurse",30,30.2,8.9,1.8,1.9,0.8,0,1.8,0.416,0.902,0.388,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"206","Jaye Crockett",30,25,8.8,5.7,1.1,0.8,0.8,2.4,0.478,0.726,0.286,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"207","Javarez Willis",31,29.4,8.1,2.4,1.9,0.7,0,2.1,0.394,0.811,0.328,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"208","Toddrick Gotcher",9,29.9,7.3,3.9,2.6,0.4,0.7,1.4,0.488,0.72,0.545,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"209","Robert Lewandowski",31,24,6.7,3.7,1.2,0.2,0.9,2,0.455,0.765,0.333,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"210","Luke Adams",23,19.4,4.2,1,1.2,0.8,0,1.7,0.329,0.808,0.377,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"211","Terran Petteway",28,13.1,3.1,2,0.7,0.2,0.2,1.3,0.368,0.462,0.3,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"212","DeShon Minnis",26,16.2,3.1,2.3,1.4,0.7,0.1,2.2,0.378,0.585,0,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"213","Clark Lammert",18,9.7,3,1.6,0.3,0.4,0,0.5,0.517,0.76,0.455,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"214","Jaron Nash",27,8.5,2.5,1.5,0.1,0.3,0.1,0.7,0.5,0.279,0,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"215","Kevin Wagner",18,14.8,2.5,0.8,1.5,0.4,0.1,1.1,0.306,0.667,0.5,"2011-2012","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"218","John Roberson",30,35.3,14.1,2,4.4,1.1,0.2,3.3,0.386,0.833,0.408,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"219","Mike Singletary",31,29.3,12.7,5.8,2.4,0.8,0.4,2.9,0.442,0.743,0.158,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"220","Brad Reese",32,28.8,11.5,4.6,1.6,1.4,1,2,0.399,0.776,0.372,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"221","David Tairu",32,25.1,10,2.8,0.9,0.7,0.2,0.9,0.435,0.758,0.398,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"222","Robert Lewandowski",31,23.5,8.5,4.8,0.9,0.3,0.9,1,0.554,0.74,0,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"223","D'walyn Roberts",26,24.7,6.5,5.5,0.8,0.7,1.1,1,0.581,0.541,0,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"224","Jaye Crockett",32,13.2,4.8,3,0.6,0.3,0.7,0.8,0.492,0.634,0.333,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"225","Javarez Willis",27,13.5,3.6,0.9,1.5,0.3,0,1.1,0.389,0.563,0.3,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"226","Mike Davis",19,11.2,2.8,1.8,1.1,0.6,0,0.8,0.409,0.607,0.2,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"227","Paul Cooper",23,10.2,1.8,1.6,0.2,0.2,0.1,0.7,0.438,0.483,0,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"228","Wally Dunn",17,4.1,1.8,0.4,0.1,0.2,0,0.1,0.417,1,0.333,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"229","Jamel Outler",14,5.4,1.7,0.4,0.1,0.1,0,0.6,0.389,0.875,0.5,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"230","Zach Jones",6,1.5,0.3,0.2,0.2,0,0,0,0.333,0,0,"2010-2011","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"233","Mike Singletary",35,34.5,15,6.8,2.3,1.2,0.7,2.8,0.449,0.71,0.297,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"234","John Roberson",35,35.9,14.6,2.3,5.4,1.1,0,2.9,0.425,0.799,0.413,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"235","Nick Okorie",34,25.9,10.7,2.7,2,1.4,0.1,2,0.412,0.75,0.375,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"236","David Tairu",35,19.6,9.2,2.9,0.5,0.3,0.2,1.1,0.471,0.705,0.46,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"237","Brad Reese",35,20,7.5,2.9,1,0.8,0.8,1.1,0.385,0.667,0.344,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"238","D'walyn Roberts",34,23.3,7,6.2,0.6,0.8,1.3,0.9,0.561,0.743,0,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"239","Darko Cohadarevic",34,21.9,6.9,5,1.1,0.3,0.4,1.6,0.443,0.726,0,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"240","Theron Jenkins",31,9.2,2.9,2,0.5,0.5,0.2,0.8,0.42,0.656,0.111,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"241","Robert Lewandowski",32,10.4,2.3,2,0.4,0.3,0.7,0.5,0.403,0.484,0,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"242","Mike Davis",31,7.5,1.8,0.8,0.6,0.3,0,0.4,0.39,0.294,0.308,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"243","Wally Dunn",10,2.7,1,0.1,0.1,0.2,0.1,0.2,0.429,0.5,0.333,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"244","Corbin Ray",2,3,0,0,0.5,0,0,0,0,0,0,"2009-2010","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"247","John Roberson",33,35.2,13.9,3.5,6.4,1.1,0.1,3.5,0.38,0.829,0.355,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"248","Alan Voskuil",33,35.6,13.8,4.1,2.1,1.2,0,1.4,0.438,0.896,0.435,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"249","Mike Singletary",33,23.1,12.2,5.8,1.8,0.5,0.4,2.1,0.485,0.727,0.4,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"250","Nick Okorie",29,25.3,11.3,3.1,1.4,0.7,0.1,1.6,0.409,0.731,0.375,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"251","Trevor Cook",14,14,7.6,3.4,0.4,0.3,0.9,0.9,0.494,0.778,0.269,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"252","Robert Lewandowski",32,15.8,6.6,3.7,0.7,0.3,0.7,1.3,0.581,0.564,0,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"253","D'walyn Roberts",33,16.5,4.9,3.6,0.5,0.4,0.6,0.9,0.545,0.604,0,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"254","Tyree Graham",13,14.3,3.9,1.7,1.5,0.4,0.1,1.5,0.302,0.867,0.316,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"255","Michael Prince",27,15.5,3.8,2.7,0.7,0.8,0.3,0.8,0.677,0.475,0,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"256","Darko Cohadarevic",26,10.8,3.7,2.2,0.5,0.2,0.2,1.1,0.438,0.75,0.111,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"257","Rogdrick Craig",24,6.7,2.6,0.8,0.3,0.2,0,0.6,0.347,0.4,0.25,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"258","Damir Suljagic",24,8.5,2.3,1.4,0.3,0.2,0.1,0.7,0.451,0.6,0,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"259","Wally Dunn",14,3.1,1.9,0.4,0.2,0.1,0.1,0,0.588,0,0.5,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"260","Corbin Ray",17,5.7,1.6,1.2,0.2,0.2,0,0.4,0.524,1,0.5,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"261","Esmir Rizvic",13,10.1,1.1,1.5,0.5,0.2,0.2,0.5,0.429,0.4,0,"2008-2009","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"264","Martin Zeno",31,34.3,16,4.5,2.9,1.4,0.5,2.8,0.473,0.755,0.172,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"265","Alan Voskuil",31,33.9,13.1,3.8,1.4,1.4,0,1.6,0.479,0.824,0.5,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"266","John Roberson",31,30.9,12.3,2.5,3.3,0.8,0,2.7,0.422,0.72,0.4,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"267","Mike Singletary",29,16.5,7.3,3,1,0.4,0.3,1.4,0.49,0.756,0.3,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"268","Decensae White",2,19.5,6.5,2.5,1,1.5,0,1.5,0.385,0.5,0.25,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"269","Charlie Burgess",31,22.2,5.6,2.6,2,0.5,0,1.5,0.396,0.646,0.212,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"270","Trevor Cook",30,15.7,4.9,2.4,0.6,0.3,0.6,1.2,0.455,0.776,0.386,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"271","Damir Suljagic",25,18.5,4.7,4,0.7,0.4,0.5,1,0.58,0.552,0,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"272","Esmir Rizvic",28,13,2.9,2.1,0.1,0.4,0.3,0.6,0.517,0.465,0,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"273","D'walyn Roberts",22,11.5,2.5,1.8,0.2,0.3,0.2,0.9,0.407,0.579,0,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"274","Ricardo De Bem",13,6.8,1.9,1.3,0.3,0.2,0.1,0.6,0.29,0.583,0,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"275","Michael Prince",21,8.6,1.6,1.8,0.4,0.5,0,0.7,0.467,0.333,0.333,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"276","Rogdrick Craig",14,5.1,1.1,0.9,0.4,0.2,0,0.4,0.273,0.429,0.125,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"277","Tyler Hoffmeister",7,5.1,0.9,0.4,0,0.4,0,0.3,0.375,0,0,"2007-2008","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"280","Jarrius Jackson",34,38,19.9,3.3,1.8,1.4,0,1.4,0.433,0.789,0.436,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"281","Martin Zeno",34,35.6,16.6,5.3,3.2,1.3,0.3,2.7,0.495,0.791,0.438,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"282","Charlie Burgess",32,31,9,4,2.5,0.8,0.1,2.1,0.443,0.722,0.433,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"283","Jon Plefka",29,19,6.6,3.3,0.7,0.3,0.4,0.6,0.462,0.733,0.357,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"284","Darryl Dora",33,17.6,5,2.6,1.5,0.2,0.5,0.9,0.446,0.724,0.365,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"285","Decensae White",30,13.8,4.5,2.2,0.5,0.4,0.2,1,0.486,0.6,0.522,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"286","Alan Voskuil",32,14.7,4,1.5,0.8,0.6,0,0.4,0.473,0.889,0.358,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"287","Esmir Rizvic",16,14.8,3.8,2.6,0.5,0.6,0.2,1.2,0.462,0.5,0,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"288","Benny Valentine",20,11.8,3.5,1,1.2,0.8,0,1.1,0.388,0.357,0.353,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"289","Justin Wilkerson",2,4,2.5,0.5,0,0,0.5,0,0.5,0,0.5,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"290","Tanner Ogden",11,5.7,2.1,0.8,0.5,0.1,0,0.4,0.35,1,0.385,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"291","Michael Prince",32,12.1,1.8,1.9,0.9,0.8,0.2,0.6,0.386,0.636,0,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"292","Damir Suljagic",28,9.8,1.5,1.9,0.4,0.3,0.2,0.6,0.39,0.44,0,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"293","LucQuente White",14,5.4,1.4,0.4,0.5,0.2,0.1,0.6,0.667,0.833,0.75,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"294","Jay Mitchell",11,4.5,0.7,1,0.2,0.2,0.1,0.5,0.6,1,0,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"295","Tyler Hoffmeister",4,2.5,0.5,0,0.3,0.5,0,0.3,1,0,0,"2006-2007","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"298","Jarrius Jackson",32,38.4,20.5,4.1,2.9,1.7,0.1,2.1,0.435,0.813,0.448,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"299","Martin Zeno",32,35.2,13.7,5.3,2.8,1.4,0.4,2.5,0.468,0.727,0.294,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"300","Darryl Dora",30,28.5,7.6,4.6,3,0.3,0.6,1.9,0.437,0.854,0.316,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"301","Terry Martin",14,24.7,7.4,3.6,1.9,0.7,0.3,2.8,0.389,0.56,0.381,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"302","Dior Lowhorn",32,20.1,7.2,3.9,0.3,0.3,0.8,1.3,0.514,0.511,0,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"303","Jon Plefka",27,21.6,6.2,4.1,0.6,0.3,0.3,1.3,0.427,0.764,0.273,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"304","Drew Coffman",11,14.8,4.3,0.8,2.5,0.3,0,0.8,0.441,1,0.433,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"305","Alan Voskuil",32,13.2,3.6,1.6,0.9,0.3,0,0.9,0.354,0.808,0.406,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"306","Tanner Ogden",19,8.9,2.8,1.1,0.9,0.4,0.1,0.7,0.419,0.8,0.361,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"307","Michael Prince",29,17.6,2.7,2.5,1.6,0.3,0.1,1.4,0.423,0.462,0,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"308","LucQuente White",17,14.8,2,1.5,1.6,0.5,0,1.5,0.323,0.75,0.278,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"309","Jeremy Buttell",19,5.2,1.3,1.4,0.2,0.1,0.1,0.2,0.429,0.462,0,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"310","Dazzmond Thornton",10,7.7,1.2,1.4,0.2,0.2,0,0.6,0.4,0.533,0,"2005-2006","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"313","Ronald Ross",33,34.5,17.5,5.5,3,2.6,0.1,1.7,0.519,0.763,0.43,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"314","Jarrius Jackson",33,34.1,15.3,3.4,3.5,1.1,0.2,1.9,0.47,0.803,0.458,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"315","Martin Zeno",33,32,12.5,4.2,3.4,1.1,0.3,2,0.447,0.754,0.28,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"316","Devonne Giles",33,26.4,11.3,6.5,1.1,0.8,1.7,2.7,0.5,0.813,0,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"317","Curtis Marshall",32,18.3,6.7,2.5,0.9,0.7,0.4,0.9,0.412,0.8,0.42,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"318","Darryl Dora",33,26.3,6.2,4.2,2,0.7,0.3,1.5,0.467,0.723,0.262,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"319","Drew Coffman",25,9.8,3,1,1.8,0.3,0,0.7,0.404,0.833,0.406,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"320","Damir Suljagic",25,10.6,2.9,1.9,0.4,0.2,0.3,0.8,0.569,0.273,0,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"321","John Ofoegbu",17,10.7,2.4,3,0.1,0.1,0.5,0.9,0.423,0.72,0,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"322","Tanner Ogden",12,4.9,2.2,0.7,0.4,0.2,0.1,0.5,0.417,0,0.333,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"323","LucQuente White",22,7.4,1.2,1,1.5,0.5,0.2,0.6,0.391,0.545,0.429,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"324","Joey Hawkins",15,6.4,0.7,0.4,0.1,0.1,0.3,0.1,0.625,0.333,0,"2004-2005","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"327","Andre Emmett",34,37,20.6,6.6,1.8,1.3,0.3,2.1,0.526,0.73,0.356,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"328","Jarrius Jackson",34,32.5,11.3,2.7,2.6,1.8,0.1,1.1,0.407,0.778,0.316,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"329","Ronald Ross",34,28.9,10.1,3.4,3.1,1.5,0.2,1.7,0.493,0.781,0.354,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"330","Devonne Giles",34,22,8.9,5,0.9,0.8,1.5,1.7,0.458,0.804,0,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"331","Robert Tomaszek",31,23.6,7.4,4.3,2.4,0.8,0.2,1.8,0.48,0.711,0.154,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"332","Michael Marshall",32,17.7,5.1,2.4,1.2,0.8,0.4,0.9,0.536,0.771,0.514,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"333","Joseph Works",28,10.3,3.4,2.1,0.2,0.3,0.3,0.9,0.446,0.617,0,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"334","Darryl Dora",33,14,3.3,2.6,0.9,0.4,0.3,0.9,0.402,0.625,0.286,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"335","Curtis Marshall",16,6.6,2.4,1.1,0.2,0.3,0.2,0.4,0.306,0.65,0.571,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"336","Josh Washington",27,6.7,2.4,0.4,0.4,0.3,0,0.5,0.459,0.962,0.375,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"337","LucQuente White",31,8.5,1.5,0.7,1.3,0.4,0.1,1,0.354,0.385,0.318,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"338","Drew Coffman",13,7.8,0.6,0.5,1.2,0.1,0,0.4,0.095,0.6,0.091,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"339","Tanner Ogden",12,2.4,0.3,0.5,0.3,0,0,0.1,1,1,0,"2003-2004","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"342","Andre Emmett",34,37,21.8,6.6,1.9,1.9,0.5,2.1,0.499,0.712,0.289,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"343","Kasib Powell",35,35.7,15,6.1,4.3,0.9,0.4,1.6,0.496,0.603,0.143,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"344","Robert Tomaszek",35,25.3,8.5,5.2,1.2,1,0.2,1.5,0.481,0.617,0.429,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"345","Will Chavis",35,25.6,7.8,2.7,2.3,0.9,0,1.3,0.448,0.755,0.38,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"346","Nick Valdez",20,19.1,5.6,3.5,2.3,1.2,0.3,1.6,0.447,0.809,0.214,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"347","Pawel Storozynski",21,17.7,5,3.1,1,0.7,0.2,1.5,0.412,0.619,0,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"348","Ronald Ross",35,19.9,4.5,2,2.5,1.6,0.3,0.9,0.442,0.615,0.226,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"349","Nathan Doudney",34,14.1,4.1,1.3,0.9,0.4,0.1,0.8,0.388,0.75,0.37,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"350","Michael Marshall",30,14.4,2.5,1.8,1.2,0.6,0.5,0.8,0.517,0.706,0.2,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"351","Josh Washington",24,8.5,2.3,1,0.3,0.3,0,0.4,0.24,0.69,0.105,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"352","Mickey Michalec",14,5.1,1.7,1.2,0.1,0.1,0.4,0.4,0.478,0.5,0,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"353","John Ofoegbu",20,7.4,1.7,1.3,0.1,0.2,0.2,0.2,0.448,0.381,0,"2002-2003","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"356","Andre Emmett",32,32.8,18.7,6.6,1.5,1.3,0.4,1.9,0.519,0.675,0.321,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"357","Andy Ellis",32,34.7,16.5,7,1.1,0.7,1.7,1.9,0.508,0.74,0.511,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"358","Kasib Powell",32,33.6,15.1,6.2,3.8,1.3,0.8,1.4,0.487,0.662,0.25,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"359","Will Chavis",32,24.2,7.7,2.8,3.5,1.3,0.1,1.4,0.443,0.77,0.409,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"360","Pawel Storozynski",25,20.3,6.3,4,2.1,0.8,0.1,2.2,0.379,0.595,0.333,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"361","Nathan Doudney",31,15.3,4.9,1.7,1.2,0.5,0.1,0.4,0.371,0.429,0.385,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"362","Nick Valdez",27,18.5,4.2,3.4,2.5,0.9,0.2,1.8,0.429,0.66,0.423,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"363","Ronald Ross",30,10.6,3.1,1.1,1,0.4,0,0.8,0.487,0.654,0,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"364","Michael Marshall",30,12.1,2,2.7,1.6,0.5,0.6,0.9,0.379,0.625,0,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"365","Marcus Shropshire",24,5.8,2,0.6,1.2,0.3,0,0.2,0.298,0.778,0.414,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"366","Mickey Michalec",17,4.5,1.6,1.6,0.1,0.1,0.5,0.3,0.444,0.5,0,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"367","Chris Cassidy",12,2.5,1.2,0.1,0.4,0.4,0.1,0,0.364,1,0.333,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"368","Jesus Arenas",12,2.8,0.9,0.5,0.2,0,0.1,0.3,0.222,0.5,0.333,"2001-2002","Texas Tech Red Raiders","Lubbock, TX","Big 12"
"371","Myck Kabongo",11,37.3,14.6,5,5.5,2,0,3.4,0.418,0.792,0.296,"2012-2013","Texas Longhorns","Austin, TX","Big 12"
"372","Sheldon McClellan",34,27.3,13.5,3.9,0.9,0.8,0.1,1.7,0.382,0.833,0.273,"2012-2013","Texas Longhorns","Austin, TX","Big 12"
"373","Julien Lewis",33,26.9,11.2,3.3,1.1,1.1,0.1,1.7,0.398,0.741,0.351,"2012-2013","Texas Longhorns","Austin, TX","Big 12"
"374","Ioannis Papapetrou",34,24.3,8.3,4.4,1.2,0.6,0.7,1.8,0.432,0.583,0.359,"2012-2013","Texas Longhorns","Austin, TX","Big 12"
"375","Javan Felix",34,27.2,6.8,2.6,4.1,1,0,2.5,0.354,0.789,0.255,"2012-2013","Texas Longhorns","Austin, TX","Big 12"
